source,title,summary,link,published,fetched_at,sent_compound,sent_pos,sent_neu,sent_neg,sent_label,topic
The Hindu,Tamil Nadu Today: Tiruchendur temple priest demands ‘bribe’ during HR&CE Minister visit,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-tiruchendur-temple-priest-demands-bribe-during-hrce-minister-visit-may-29-2026/article71037505.ece,2026-06-12 12:47:53+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Politics
The Hindu,Tamil Nadu Today: AIADMK’s Vellamandi Natarajan joins TVK,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-aiadmk-vellamandi-natarajan-joins-tvk-may-28-2026/article71033783.ece,2026-06-12 12:45:59+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Salem Railway Division receives seven efficiency shields,,https://www.thehindu.com/news/cities/Coimbatore/salem-railway-division-receives-seven-efficiency-shields/article71093149.ece,2026-06-12 12:44:07+00:00,2026-06-12 13:18:11.751377+00:00,0.3612,0.294,0.706,0.0,positive,General
The Hindu,Tamil Nadu Today: CM Vijay calls on PM Modi in maiden meeting,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-cm-vijay-calls-on-pm-modi-in-maiden-meeting-may-27-2026/article71029791.ece,2026-06-12 12:42:25+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Politics
The Hindu,Mother arrested for murder of six-year-old child in Bengaluru,Investigations have revealed that the duo allegedly murdered Vennela nearly three months ago and attempted to pass off the death as an accident.,https://www.thehindu.com/news/national/karnataka/woman-arrested-for-murder-of-six-year-old-daughter/article71089563.ece,2026-06-12 12:42:14+00:00,2026-06-12 13:18:11.751377+00:00,-0.8316,0.0,0.473,0.527,negative,Crime & Justice
The Hindu,"Debate on real TMC settled; Mamata, Abhishek represent fake TMC: BJP","In a video statement, BJP national spokesperson Shehzad Poonawalla alleged that the TMC is witnessing an ""implosion"" due to dynastic politics and Ms. Banerjee’s preference for her nephew over the party",https://www.thehindu.com/news/national/west-bengal/debate-on-real-tmc-settled-mamata-abhishek-represent-fake-tmc-bjp/article71093653.ece,2026-06-12 12:42:02+00:00,2026-06-12 13:18:11.751377+00:00,-0.4767,0.0,0.763,0.237,negative,General
The Hindu,Farmers intensify demand for water release to save crops in Srivaikuntam’s Northern Canal irrigation system,"Farmers has been seeking the release of water for the past one month to save their crops, but no action has been taken, says district secretary of Tamil Nadu Farmers’ Association",https://www.thehindu.com/news/cities/Madurai/farmers-intensify-demand-for-water-release-to-save-crops-in-srivaikuntams-northern-canal-irrigation-system/article71093581.ece,2026-06-12 12:41:22+00:00,2026-06-12 13:18:11.751377+00:00,0.4019,0.181,0.734,0.085,positive,General
The Hindu,6-year-old’s murder in Bengaluru: Three police officers suspended for dereliction of duty in handling the case,The suspension was based on an internal inquiry which revealed “lapses on the officers’ side in handling the case.”,https://www.thehindu.com/news/cities/bangalore/6-year-olds-murder-in-bengaluru-three-police-officers-suspended-for-dereliction-of-duty-in-handling-the-case/article71093464.ece,2026-06-12 12:40:28+00:00,2026-06-12 13:18:11.751377+00:00,-0.8316,0.0,0.642,0.358,negative,Crime & Justice
The Hindu,CMRL pay-off case: Veena issued fresh summons,The daughter of former Kerala Chief Minister Pinarayi Vijayan has reportedly been asked to appear at the Cental agency’s Kochi office on June 17,https://www.thehindu.com/news/national/kerala/cmrl-pay-off-case-veena-issued-fresh-summons/article71093455.ece,2026-06-12 12:38:31+00:00,2026-06-12 13:18:11.751377+00:00,0.3182,0.277,0.723,0.0,positive,General
The Hindu,Tamil Nadu Today: Fourth AIADMK MLA joins TVK after resignation,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-fourth-aiadmk-mla-joins-tvk-after-resignation-may-26-2026/article71025390.ece,2026-06-12 12:37:05+00:00,2026-06-12 13:18:11.751377+00:00,-0.296,0.0,0.804,0.196,negative,General
The Hindu,Tamil Nadu Today: Three AIADMK MLAs join TVK after resignation,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-three-aiadmk-mlas-join-tvk-after-resignation-may-25-2026/article71021646.ece,2026-06-12 12:35:18+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.177,0.645,0.177,neutral,General
The Hindu,"Despite ban, vendors in Erode district continue to use newspaper to serve snacks",Deep-fried snacks are particularly vulnerable as oil accelerates the transfer of contaminants from the printed surface onto the food; consumers say sustained inspections are necessary to ensure compliance of ban,https://www.thehindu.com/news/cities/Coimbatore/despite-ban-vendors-in-erode-district-continue-to-use-newspaper-to-serve-snacks/article71092958.ece,2026-06-12 12:34:09+00:00,2026-06-12 13:18:11.751377+00:00,0.4449,0.196,0.804,0.0,positive,General
The Hindu,"Tamil Nadu Today: In a first, VCK and IUML part of State government","Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-in-a-first-vck-and-iuml-part-of-state-government-may-22-2026/article71011298.ece,2026-06-12 12:26:10+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Politics
The Hindu,Pinarayi Vijayan slams Centre over attacks on Indian sailors,"Leader of the Opposition in Kerala calls for end to subservience to US, demands accountability",https://www.thehindu.com/news/national/kerala/pinarayi-vijayan-slams-centre-over-attacks-on-indian-sailors/article71093358.ece,2026-06-12 12:26:09+00:00,2026-06-12 13:18:11.751377+00:00,-0.4404,0.0,0.734,0.266,negative,General
The Hindu,"Tamil Nadu CM Vijay in Karnataka, to visit Kolluru Mookambika temple",The TN CM was greeted at the airport by Karnataka Minister U.T. Khader along with officials of Dakshina Kannada administration.,https://www.thehindu.com/news/national/karnataka/tamil-nadu-cm-vijay-in-karnataka-to-visit-kolluru-mookambika-temple/article71092975.ece,2026-06-12 12:21:38+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Mukesh Ambani offers prayers at Tirumala with Anant and Radhika,Andhra Pradesh High Court Chief Justice Lisa Gill also visited the shrine on Friday and was accorded the traditional Isti-kapal reception,https://www.thehindu.com/news/national/andhra-pradesh/mukesh-ambani-offers-prayers-at-tirumala-with-anant-and-radhika/article71093144.ece,2026-06-12 12:20:54+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Tamil Nadu Today: Cabinet expansion brings Congress back in government,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-cabinet-expansion-brings-congress-back-in-government/article71007016.ece,2026-06-12 12:20:38+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Politics
The Hindu,"Four of two families, including two children, found dead in Kurnool and Sri Sathya Sai districts",The police are investigating the deaths at Gulyam and M. Birepalli villages; two others are critical,https://www.thehindu.com/news/national/andhra-pradesh/four-of-two-families-including-two-children-found-dead-in-kurnool-and-sri-sathya-sai-districts/article71093382.ece,2026-06-12 12:16:26+00:00,2026-06-12 13:18:11.751377+00:00,-0.6486,0.0,0.777,0.223,negative,General
The Hindu,"Hyderabad cyber cops arrest 74 in May, help victims reclaim ₹68.27 lakh",,https://www.thehindu.com/news/cities/Hyderabad/hyderabad-cyber-cops-arrest-74-in-may-help-victims-reclaim-6827-lakh/article71092779.ece,2026-06-12 12:15:08+00:00,2026-06-12 13:18:11.751377+00:00,-0.25,0.165,0.549,0.287,negative,Technology
The Hindu,Applications invited for removal of conditional patta restrictions in Anthiyur taluk,"Eligible patta holders have been asked to submit applications at the Revenue Grievance Redressal meetings to be held at Anthiyur Taluk Office on June 17, 18, 19 and 23",https://www.thehindu.com/news/cities/Coimbatore/applications-invited-for-removal-of-conditional-patta-restrictions-in-anthiyur-taluk/article71092871.ece,2026-06-12 12:14:26+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Mentally challenged man reunited with family after 12 years,"The man, a native of Madhya Pradesh, was admitted to the home in 2014 after he was found wandering the Gobichettipalayam area; he had forgotten his identity and was unable to provide details about his family or native place",https://www.thehindu.com/news/cities/Coimbatore/mentally-challenged-man-reunited-with-family-after-12-years/article71092681.ece,2026-06-12 12:08:44+00:00,2026-06-12 13:18:11.751377+00:00,-0.1027,0.0,0.851,0.149,negative,General
The Hindu,"Tamil Nadu Today: TVK invites VCK, IUML to join Cabinet","Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-tvk-invites-vck-iuml-to-join-cabinet-may-20-2025/article71002327.ece,2026-06-12 12:07:07+00:00,2026-06-12 13:18:11.751377+00:00,0.296,0.196,0.804,0.0,positive,General
The Hindu,Blackout at Papanasam railway station leaves passengers exasperated,"On Thursday night, there was no power for several hours at the station as the diesel generator set had failed to function leaving passengers manage with mobile phone flashlights",https://www.thehindu.com/news/cities/Tiruchirapalli/blackout-at-papanasam-railway-station-leaves-passengers-exasperated/article71093451.ece,2026-06-12 12:06:11+00:00,2026-06-12 13:18:11.751377+00:00,-0.4215,0.0,0.714,0.286,negative,General
The Hindu,Indian envoy to China visits Tibet to review arrangements for Kailash Manasarovar pilgrims,The yatra resumed in June 2025 after the first batch of Indian pilgrims arrived at Manasarovar Lake in Tibet after a five-year hiatus,https://www.thehindu.com/news/national/indian-envoy-to-china-visits-tibet-to-review-arrangements-for-kailash-manasarovar-pilgrims/article71093084.ece,2026-06-12 12:05:35+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Supreme Court dismisses Meenakshi Natarajan’s plea against rejection of Rajya Sabha candidature,Ms. Natarajan’s counsel apprised the top court that the rejection of her candidature suffered from a ‘patent error’ and warranted judicial intervention,https://www.thehindu.com/news/national/supreme-court-dismisses-meenakshi-natarajan-plea-over-rajya-sabha-nomination-rejection/article71092826.ece,2026-06-12 12:04:44+00:00,2026-06-12 13:18:11.751377+00:00,0.0258,0.211,0.585,0.205,neutral,Crime & Justice
The Hindu,Ration shop staff threaten strike over scheme issues,"Union seeks temporary freeze-and-release mechanism for beneficiaries yet to complete eKYC, enabling accounts to be reactivated automatically upon biometric authentication",https://www.thehindu.com/news/cities/Coimbatore/ration-shop-staff-threaten-strike-over-scheme-issues/article71092652.ece,2026-06-12 12:01:41+00:00,2026-06-12 13:18:11.751377+00:00,-0.4767,0.0,0.594,0.406,negative,Conflict & War
The Hindu,British High Commissioner Lindy Cameron pays tribute to Air India plane crash victims,"‘One year ago today, the tragic Air India crash claimed 260 lives, including 52 British nationals,’ British High Commissioner to India Lindy Cameron said in a post on X",https://www.thehindu.com/news/national/british-high-commissioner-lindy-cameron-pays-tribute-to-air-india-plane-crash-victims/article71093038.ece,2026-06-12 12:01:28+00:00,2026-06-12 13:18:11.751377+00:00,-0.6124,0.0,0.688,0.312,negative,General
The Hindu,Tamil Nadu Today: TVK government to stay firm on two-language policy,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-tvk-government-to-stay-firm-on-two-language-policy-may-19-2026/article70998236.ece,2026-06-12 12:00:32+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Politics
The Hindu,"Villagers near Cumbum accord rousing reception to son of the soil, a recipient of Kirti Chakra award",,https://www.thehindu.com/news/cities/Madurai/villagers-near-cumbum-accord-rousing-reception-to-son-of-the-soil-a-recipient-of-kirti-chakra-award/article71093381.ece,2026-06-12 11:59:42+00:00,2026-06-12 13:18:11.751377+00:00,0.5423,0.179,0.821,0.0,positive,Entertainment
The Hindu,Vinay Kwatra says Indo-Pacific cooperation robust; cites achievements of Quad,"India’s Ambassador to the U.S. said the economic centre of the world, to a large extent, has shifted to the Indo-Pacific region given the rise of China, India and the ASEAN group of nations",https://www.thehindu.com/news/national/vinay-kwatra-says-indo-pacific-cooperation-robust-cites-achievements-of-quad/article71092964.ece,2026-06-12 11:59:34+00:00,2026-06-12 13:18:11.751377+00:00,0.34,0.211,0.789,0.0,positive,General
The Hindu,Fisheries varsity extends UG application deadline,,https://www.thehindu.com/news/cities/Tiruchirapalli/fisheries-varsity-extends-ug-application-deadline/article71093450.ece,2026-06-12 11:57:08+00:00,2026-06-12 13:18:11.751377+00:00,0.128,0.231,0.769,0.0,positive,General
The Hindu,Tamil Nadu Today: Semmalai quits AIADMK,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-semmalai-quits-aiadmk-may-18-2026/article70993802.ece,2026-06-12 11:54:33+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,"Proclamation orders executed against Syed Salahuddin, three others in 1996 case: J&K Police",Police say the accused were found to be evading arrest and deliberately avoiding legal proceedings; proclamation proceedings were initiated by the court directing them to appear before it on July 14,https://www.thehindu.com/news/national/jammu-and-kashmir/proclamation-orders-executed-against-syed-salahuddin-three-others-in-1996-case-police/article71093231.ece,2026-06-12 11:53:00+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Crime & Justice
The Hindu,Japan flagship rocket lifts off after earlier failure,"Japan’s flagship H3 rocket was developed to boost the international competitiveness of the country's rocket industry, with the lift-off an important sign of progress",https://www.thehindu.com/news/international/japan-flagship-rocket-lifts-off-after-earlier-failure/article71093258.ece,2026-06-12 11:49:30+00:00,2026-06-12 13:18:11.751377+00:00,-0.4404,0.131,0.561,0.308,negative,General
NPR,Canada is ready to become a soccer nation as it hosts World Cup opener against Bosnia-Herzegovina,"The World Cup is drawing attention to soccer's growing popularity in Canada. Soccer has surpassed hockey and all other sports in youth participation, according to a recent report by Jumpstart, a Canadian charity. Canada coach Jesse Marsch said Thursday he has ""felt a real momentum behind this team and behind this moment.""",https://www.npr.org/2026/06/12/g-s1-127720/canada-world-cup-bosnia-herzegovina,2026-06-12 12:47:49+00:00,2026-06-12 13:18:12.042340+00:00,0.3612,0.143,0.857,0.0,positive,Sports
NPR,"Trump cancels further Iran strikes. And, U.S. men's soccer takes on Paraguay","Trump canceled new Iran strikes and signaled that a peace deal could come soon, but Iran says it hasn't been finalized. And, the U.S. men's soccer team plays its first 2026 World Cup match today.",https://www.npr.org/2026/06/12/g-s1-127711/up-first-newsletter-iran-peace-national-intelligence-director-world-cup,2026-06-12 10:42:59+00:00,2026-06-12 13:18:12.042340+00:00,-0.5267,0.0,0.694,0.306,negative,Politics
NPR,Which billionaire said they learned a 'significant lesson' this week? The quiz knows,"This week, Knicks fans had a big win after a big loss; fans of inflation were delighted and World Cup fans went broke. How will quiz fans fare?",https://www.npr.org/2026/06/12/g-s1-127424/trump-knicks-musk-world-cup-apple-news-quiz,2026-06-12 09:02:00+00:00,2026-06-12 13:18:12.042340+00:00,0.2023,0.13,0.87,0.0,positive,General
NPR,"She waited decades for Scotland to make the World Cup. At 93, she'll cheer in person","Moira Brown, perhaps the oldest of Scotland's Tartan Army of soccer fans, will be in Boston when Scotland's team plays against Haiti on June 13. ""I'm the luckiest person in this world,"" she says.",https://www.npr.org/2026/06/12/nx-s1-5842854/scotland-world-cup-tartan-army-fans,2026-06-12 09:02:00+00:00,2026-06-12 13:18:12.042340+00:00,0.5106,0.18,0.82,0.0,positive,Sports
NPR,How small-business loans got caught in Trump's immigration crackdown,"For decades, immigrants who are legal permanent residents in the U.S. could get loans through the Small Business Administration, a core pillar of small-business lending. Not anymore.",https://www.npr.org/2026/06/12/nx-s1-5853375/changes-loans-trump-small-business-immigrants-entrepreneurs-green-card,2026-06-12 09:01:00+00:00,2026-06-12 13:18:12.042340+00:00,0.0,0.0,1.0,0.0,neutral,Politics
NPR,Your cheat sheet to the 26 players on the U.S. World Cup team,"The U.S. is opening its 2026 World Cup on Friday evening against Paraguay. For the 26 Americans on the team, this match is the culmination of years of hard work and training.",https://www.npr.org/2026/06/12/nx-s1-5855763/2026-world-cup-usmnt-players-roster,2026-06-12 09:00:00+00:00,2026-06-12 13:18:12.042340+00:00,-0.4588,0.0,0.8,0.2,negative,Sports
NPR,"Trump's DOJ can't get names and medical files of trans youth in California, for now","Trump's Department of Justice is seeking patient files that include the names of young people who have been treated in transgender clinics, as well as hospital staff who have provided care.",https://www.npr.org/2026/06/12/nx-s1-5855728/transgender-youth-healthcare-trump-subpoena,2026-06-12 09:00:00+00:00,2026-06-12 13:18:12.042340+00:00,0.0,0.0,1.0,0.0,neutral,Politics
NPR,Want a better skin care routine? Sign up for our one-week guide,Spending too much time and money on skin care? Find out what really works to improve skin health and appearance with our one-week newsletter guide. Sign up here.,https://www.npr.org/2026/06/12/nx-s1-5846860/smart-skin-care-routine-products-newsletter,2026-06-12 09:00:00+00:00,2026-06-12 13:18:12.042340+00:00,0.7506,0.451,0.549,0.0,positive,General
NPR,Referees at the World Cup have new rules to whistle during games,FIFA has introduced several changes to the laws of soccer for the World Cup. These include efforts to eliminate time-wasting and to ensure potentially game-changing officiating mistakes are corrected.,https://www.npr.org/2026/06/12/nx-s1-5855234/2026-world-cup-fifa-soccer-referees-officials-laws-ifab,2026-06-12 09:00:00+00:00,2026-06-12 13:18:12.042340+00:00,0.0,0.0,1.0,0.0,neutral,Sports
NPR,Can smartphones help explain the drop in birth rates?,Are smartphones causing people to have fewer children? A provocative new working paper explores the persistent drop in birth rates since the iPhone was introduced nearly two decades ago.,https://www.npr.org/2026/06/12/nx-s1-5851795/iphone-birth-rate-drop,2026-06-12 09:00:00+00:00,2026-06-12 13:18:12.042340+00:00,0.1531,0.229,0.593,0.178,positive,General
